ApsimVersion = 7.8
Title = Rotation Sample
           Date Cotton.Biomass paddock.chickpea.biomass paddock.wheat.biomass paddock.chickpea.lai paddock.wheat.lai paddock.cotton.lai
   (dd/mm/yyyy)         (g/m2)                  (kg/ha)               (kg/ha)            (m^2/m^2)         (m^2/m^2)            (m2/m2)
     25/08/1948          0.000                      0.0                5039.7                0.000             5.167              0.000
     26/08/1948          0.000                      0.0                5246.0                0.000             5.195              0.000
     27/08/1948          0.000                      0.0                5443.8                0.000             5.211              0.000
     28/08/1948          0.000                      0.0                5616.2                0.000             5.210              0.000
     29/08/1948          0.000                      0.0                5793.3                0.000             5.143              0.000
     30/08/1948          0.000                      0.0                5928.6                0.000             4.956              0.000
     31/08/1948          0.000                      0.0                6043.2                0.000             4.710              0.000
     01/09/1948          0.000                      0.0                6200.1                0.000             4.710              0.000
     02/09/1948          0.000                      0.0                6388.2                0.000             4.710              0.000
     03/09/1948          0.000                      0.0                6552.6                0.000             4.606              0.000
     04/09/1948          0.000                      0.0                6656.0                0.000             4.357              0.000
     05/09/1948          0.000                      0.0                6746.3                0.000             4.093              0.000
     06/09/1948          0.000                      0.0                6827.3                0.000             3.829              0.000
     07/09/1948          0.000                      0.0                6899.7                0.000             3.570              0.000
     08/09/1948          0.000                      0.0                6966.9                0.000             3.325              0.000
     09/09/1948          0.000                      0.0                7130.4                0.000             3.301              0.000
     10/09/1948          0.000                      0.0                7200.4                0.000             3.082              0.000
     11/09/1948          0.000                      0.0                7273.4                0.000             2.889              0.000
     12/09/1948          0.000                      0.0                7333.8                0.000             2.692              0.000
     13/09/1948          0.000                      0.0                7416.7                0.000             2.620              0.000
     14/09/1948          0.000                      0.0                7462.0                0.000             2.620              0.000
     15/09/1948          0.000                      0.0                7565.0                0.000             2.620              0.000
     16/09/1948          0.000                      0.0                7709.1                0.000             2.620              0.000
     17/09/1948          0.000                      0.0                7776.2                0.000             2.620              0.000
     18/09/1948          0.000                      0.0                7949.3                0.000             2.620              0.000
     19/09/1948          0.000                      0.0                8098.7                0.000             2.567              0.000
     20/09/1948          0.000                      0.0                8219.0                0.000             2.472              0.000
     21/09/1948          0.000                      0.0                8316.4                0.000             2.349              0.000
     22/09/1948          0.000                      0.0                8413.7                0.000             2.249              0.000
     23/09/1948          0.000                      0.0                8547.1                0.000             2.223              0.000
     24/09/1948          0.000                      0.0                8668.1                0.000             2.216              0.000
     25/09/1948          0.000                      0.0                8784.2                0.000             2.216              0.000
     26/09/1948          0.000                      0.0                8878.5                0.000             2.103              0.000
     27/09/1948          0.000                      0.0                8958.3                0.000             1.983              0.000
     28/09/1948          0.000                      0.0                9039.5                0.000             1.877              0.000
     29/09/1948          0.000                      0.0                9099.4                0.000             1.753              0.000
     30/09/1948          0.000                      0.0                9143.9                0.000             1.622              0.000
     01/10/1948          0.000                      0.0                9192.2                0.000             1.513              0.000
     02/10/1948          0.000                      0.0                9241.2                0.000             1.415              0.000
     03/10/1948          0.000                      0.0                9270.6                0.000             1.302              0.000
     04/10/1948          0.000                      0.0                9298.6                0.000             1.198              0.000
     05/10/1948          0.000                      0.0                9319.4                0.000             1.097              0.000
     06/10/1948          0.000                      0.0                9338.3                0.000             1.003              0.000
     07/10/1948          0.000                      0.0                9355.5                0.000             0.917              0.000
     08/10/1948          0.000                      0.0                9370.4                0.000             0.837              0.000
     09/10/1948          0.000                      0.0                9383.2                0.000             0.766              0.000
     10/10/1948          0.000                      0.0                9396.3                0.000             0.702              0.000
     11/10/1948          0.000                      0.0                9437.6                0.000             0.689              0.000
     12/10/1948          0.000                      0.0                9462.0                0.000             0.643              0.000
     13/10/1948          0.000                      0.0                9474.7                0.000             0.589              0.000
     14/10/1948          0.000                      0.0                9486.7                0.000             0.539              0.000
     15/10/1948          0.000                      0.0                9500.6                0.000             0.495              0.000
     16/10/1948          0.000                      0.0                9511.0                0.000             0.453              0.000
     17/10/1948          0.000                      0.0                9520.4                0.000             0.414              0.000
     18/10/1948          0.000                      0.0                9527.6                0.000             0.379              0.000
     19/10/1948          0.000                      0.0                9536.9                0.000             0.349              0.000
     20/10/1948          0.000                      0.0                9545.3                0.000             0.319              0.000
     21/10/1948          0.000                      0.0                9553.2                0.000             0.293              0.000
     22/10/1948          0.000                      0.0                9562.7                0.000             0.270              0.000
     23/10/1948          0.000                      0.0                9571.0                0.000             0.248              0.000
     24/10/1948          0.000                      0.0                9578.1                0.000             0.228              0.000
     25/10/1948          0.000                      0.0                9584.3                0.000             0.209              0.000
     26/10/1948          0.000                      0.0                9590.1                0.000             0.192              0.000
     27/10/1948          0.000                      0.0                9595.6                0.000             0.177              0.000
     28/10/1948          0.000                      0.0                9595.6                0.000             0.167              0.000
     29/10/1948          0.000                      0.0                9595.6                0.000             0.000              0.000
     30/10/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/10/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/11/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/12/1948          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/01/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/02/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/03/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/04/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     31/05/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     20/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     21/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     22/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     23/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     24/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     25/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     26/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     27/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     28/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     29/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     30/06/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     01/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     02/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     03/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     04/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     05/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     06/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     07/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     08/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     09/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     10/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     11/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     12/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     13/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     14/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     15/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     16/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     17/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     18/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
     19/07/1949          0.000                      0.0                   0.0                0.000             0.000              0.000
