[sample.gcm_data.dat]
allow_sparse_data=TRUE
                           year    day      month       CERFAC         ECMWF           INGV          LODYC         METEO         MPI            UKMET
                           1965      338       12           0             0             0             0             0              0              0
                           1966        3        1           0             0             0             0             0              0              0
                           1966       34        2           0             0             0             0             0              0              0
                           1966       63        3           0             0             0             0             0              0              0
                           1966       94        4           0             0             0             0             0              0              0
                           1966      120        5           0             0             0             0             0              0              0
                           1966      155        6           0             0             0             0             0              0              0
                           1966      185        7           0             0             0             0             0              0              0
                           1966      210        8           0             0             0             0             0              0              0
                           1966      247        9           0             0             0             0             0              0              0
                           1966      277       10           0             0             0             0             0              0              0
                           1966      308       11           0             0             0             0             0              0              0
                           1966      338       12           0             0             0             0             0              0              0
                           1967        3        1           0             0             0             0             0              0              0
                           1967       34        2           0             0             0             0             0              0              0
                           1967       63        3           0             0             0             0             0              0              0
                           1967       94        4           0             0             0             0             0              0              0
                           1967      120        5           0             0             0             0             0              0              0
                           1967      155        6           0             0             0             0             0              0              0
                           1967      185        7           0             0             0             0             0              0              0
                           1967      210        8           0             0             0             0             0              0              0
                           1967      247        9           0             0             0             0             0              0              0
                           1967      277       10           0             0             0             0             0              0              0
                           1967      308       11           0             0             0             0             0              0              0
                           1967      338       12           0             0             0             0             0              0              0
                           1968        3        1           0             0             0             0             0              0              0
                           1968       34        2           0             0             0             0             0              0              0
                           1968       63        3           0             0             0             0             0              0              0
                           1968       94        4           0             0             0             0             0              0              0
                           1968      120        5           0             0             0             0             0              0              0
                           1968      155        6           0             0             0             0             0              0              0
                           1968      185        7           0             0             0             0             0              0              0
                           1968      210        8           0             0             0             0             0              0              0
                           1968      247        9           0             0             0             0             0              0              0
                           1968      277       10           0             0             0             0             0              0              0
                           1968      308       11           0             0             0             0             0              0              0
                           1968      338       12           0             0             0             0             0              0              0
                           1969        3        1           0             0             0             0             0              0              0
                           1969       34        2           0             0             0             0             0              0              0
                           1969       63        3           0             0             0             0             0              0              0
                           1969       94        4           0             0             0             0             0              0              0
                           1969      120        5           0             0             0             0             0              0              0
                           1969      155        6           0             0             0             0             0              0              0
                           1969      185        7           0             0             0             0             0              0              0
                           1969      210        8           0             0             0             0             0              0              0
                           1969      247        9           0             0             0             0             0              0              0
                           1969      277       10           0             0             0             0             0              0              0
                           1969      308       11           0             0             0             0             0              0              0
                           1969      338       12           0             0             0             0             0              0              0
                           1970        3        1           0             0             0             0             0              0              0
                           1970       34        2           0             0             0             0             0              0              0
                           1970       63        3           0             0             0             0             0              0              0
                           1970       94        4           0             0             0             0             0              0              0
                           1970      120        5           0             0             0             0             0              0              0
                           1970      155        6           0             0             0             0             0              0              0
                           1970      185        7           0             0             0             0             0              0              0
                           1970      210        8           0             0             0             0             0              0              0
                           1970      247        9           0             0             0             0             0              0              0
                           1970      277       10           0             0             0             0             0              0              0
                           1970      308       11           0             0             0             0             0              0              0
                           1970      338       12           0             0             0             0             0              0              0
                           1971        3        1           0             0             0             0             0              0              0
                           1971       34        2           0             0             0             0             0              0              0
                           1971       63        3           0             0             0             0             0              0              0
                           1971       94        4           0             0             0             0             0              0              0
                           1971      120        5           0             0             0             0             0              0              0
                           1971      155        6           0             0             0             0             0              0              0
                           1971      185        7           0             0             0             0             0              0              0
                           1971      210        8           0             0             0             0             0              0              0
                           1971      247        9           0             0             0             0             0              0              0
                           1971      277       10           0             0             0             0             0              0              0
                           1971      308       11           0             0             0             0             0              0              0
                           1971      338       12           0             0             0             0             0              0              0
                           1972        3        1           0             0             0             0             0              0              0
                           1972       34        2           0             0             0             0             0              0              0
                           1972       63        3           0             0             0             0             0              0              0
                           1972       94        4           0             0             0             0             0              0              0
                           1972      120        5           0             0             0             0             0              0              0
                           1972      155        6           0             0             0             0             0              0              0
                           1972      185        7           0             0             0             0             0              0              0
                           1972      210        8           0             0             0             0             0              0              0
                           1972      247        9           0             0             0             0             0              0              0
                           1972      277       10           0             0             0             0             0              0              0
                           1972      308       11           0             0             0             0             0              0              0
                           1972      338       12           0             0             0             0             0              0              0
                           1973        3        1           0             0             0             0             0              0              0
                           1973       34        2           0             0             0             0             0              0              0
                           1973       63        3           0             0             0             0             0              0              0
                           1973       94        4           0             0             0             0             0              0              0
                           1973      120        5           0             0             0             0             0              0              0
                           1973      155        6           0             0             0             0             0              0              0
                           1973      185        7           0             0             0             0             0              0              0
                           1973      210        8           0             0             0             0             0              0              0
                           1973      247        9           0             0             0             0             0              0              0
                           1973      277       10           0             0             0             0             0              0              0
                           1973      308       11           0             0             0             0             0              0              0
                           1973      338       12           0             0             0             0             0              0              0
                           1974        3        1           0             0             0             0             0              0              0
                           1974       34        2           0             0             0             0             0              0              0
                           1974       63        3           0             0             0             0             0              0              0
                           1974       94        4           0             0             0             0             0              0              0
                           1974      120        5           0             0             0             0             0              0              0
                           1974      155        6           0             0             0             0             0              0              0
                           1974      185        7           0             0             0             0             0              0              0
                           1974      210        8           0             0             0             0             0              0              0
                           1974      247        9           0             0             0             0             0              0              0
                           1974      277       10           0             0             0             0             0              0              0
                           1974      308       11           0             0             0             0             0              0              0
                           1974      338       12           0             0             0             0             0              0              0
                           1975        3        1           0             0             0             0             0              0              0
                           1975       34        2           0             0             0             0             0              0              0
                           1975       63        3           0             0             0             0             0              0              0
                           1975       94        4           0             0             0             0             0              0              0
                           1975      120        5           0             0             0             0             0              0              0
                           1975      155        6           0             0             0             0             0              0              0
                           1975      185        7           0             0             0             0             0              0              0
                           1975      210        8           0             0             0             0             0              0              0
                           1975      247        9           0             0             0             0             0              0              0
                           1975      277       10           0             0             0             0             0              0              0
                           1975      308       11           0             0             0             0             0              0              0
                           1975      338       12           0             0             0             0             0              0              0
                           1976        3        1           0             0             0             0             0              0              0
                           1976       34        2           0             0             0             0             0              0              0
                           1976       63        3           0             0             0             0             0              0              0
                           1976       94        4           0             0             0             0             0              0              0
                           1976      120        5           0             0             0             0             0              0              0
                           1976      155        6           0             0             0             0             0              0              0
                           1976      185        7           0             0             0             0             0              0              0
                           1976      210        8           0             0             0             0             0              0              0
                           1976      247        9           0             0             0             0             0              0              0
                           1976      277       10           0             0             0             0             0              0              0
                           1976      308       11           0             0             0             0             0              0              0
                           1976      338       12           0             0             0             0             0              0              0
                           1977        3        1           0             0             0             0             0              0              0
                           1977       34        2           0             0             0             0             0              0              0
                           1977       63        3           0             0             0             0             0              0              0
                           1977       94        4           0             0             0             0             0              0              0
                           1977      120        5           0             0             0             0             0              0              0
                           1977      155        6           0             0             0             0             0              0              0
                           1977      185        7           0             0             0             0             0              0              0
                           1977      210        8           0             0             0             0             0              0              0
                           1977      247        9           0             0             0             0             0              0              0
                           1977      277       10           0             0             0             0             0              0              0
                           1977      308       11           0             0             0             0             0              0              0
                           1977      338       12           0             0             0             0             0              0              0
                           1978        3        1           0             0             0             0             0              0              0
                           1978       34        2           0             0             0             0             0              0              0
                           1978       63        3           0             0             0             0             0              0              0
                           1978       94        4           0             0             0             0             0              0              0
                           1978      120        5           0             0             0             0             0              0              0
                           1978      155        6           0             0             0             0             0              0              0
                           1978      185        7           0             0             0             0             0              0              0
                           1978      210        8           0             0             0             0             0              0              0
                           1978      247        9           0             0             0             0             0              0              0
                           1978      277       10           0             0             0             0             0              0              0
                           1978      308       11           0             0             0             0             0              0              0
                           1978      338       12           0             0             0             0             0              0              0
                           1979        3        1           0             0             0             0             0              0              0
                           1979       34        2           0             0             0             0             0              0              0
                           1979       63        3           0             0             0             0             0              0              0
                           1979       94        4           0             0             0             0             0              0              0
                           1979      120        5           0             0             0             0             0              0              0
                           1979      155        6           0             0             0             0             0              0              0
                           1979      185        7           0             0             0             0             0              0              0
                           1979      210        8           0             0             0             0             0              0              0
                           1979      247        9           0             0             0             0             0              0              0
                           1979      277       10           0             0             0             0             0              0              0
                           1979      308       11           0             0             0             0             0              0              0
                           1979      338       12           0             0             0             0             0              0              0
                           1980        3        1           0             0             0             0             0              0              0
                           1980       34        2           0             0             0             0             0              0              0
                           1980       63        3           0             0             0             0             0              0              0
                           1980       94        4           0             0             0             0             0              0              0
                           1980      120        5     87.0642       122.518        138.28       113.059       94.6593        76.2072         139.12
                           1980      155        6           0             0             0             0             0              0              0
                           1980      185        7           0             0             0             0             0              0              0
                           1980      210        8     128.929       111.895       91.0473       134.655       94.3589        47.2666        142.422
                           1980      247        9           0             0             0             0             0              0              0
                           1980      277       10           0             0             0             0             0              0              0
                           1980      308       11           0             0             0             0             0              0              0
                           1980      338       12           0             0             0             0             0              0              0
                           1981        3        1           0             0             0             0             0              0              0
                           1981       34        2           0             0             0             0             0              0              0
                           1981       63        3           0             0             0             0             0              0              0
                           1981       94        4           0             0             0             0             0              0              0
                           1981      120        5     98.4706       118.027       161.846       129.254      100.2931        74.0437        177.937
                           1981      155        6           0             0             0             0             0              0              0
                           1981      185        7           0             0             0             0             0              0              0
                           1981      210        8     138.966        145.36       171.477       163.752       145.716        66.6558        211.459
                           1981      247        9           0             0             0             0             0              0              0
                           1981      277       10           0             0             0             0             0              0              0
                           1981      308       11           0             0             0             0             0              0              0
                           1981      338       12           0             0             0             0             0              0              0
                           1982        3        1           0             0             0             0             0              0              0
                           1982       34        2           0             0             0             0             0              0              0
                           1982       63        3           0             0             0             0             0              0              0
                           1982       94        4           0             0             0             0             0              0              0
                           1982      120        5     87.3311       132.482       156.722       108.811       94.0866        77.4278        143.195
                           1982      155        6           0             0             0             0             0              0              0
                           1982      185        7           0             0             0             0             0              0              0
                           1982      210        8    104.0851      102.8092      100.4457      103.1596      100.2598        43.8983        140.676
                           1982      247        9           0             0             0             0             0              0              0
                           1982      277       10           0             0             0             0             0              0              0
                           1982      308       11           0             0             0             0             0              0              0
                           1982      338       12           0             0             0             0             0              0              0
                           1983        3        1           0             0             0             0             0              0              0
                           1983       34        2           0             0             0             0             0              0              0
                           1983       63        3           0             0             0             0             0              0              0
                           1983       94        4           0             0             0             0             0              0              0
                           1983      120        5     118.694       143.016       156.756       134.584       119.634        92.4199        148.814
                           1983      155        6           0             0             0             0             0              0              0
                           1983      185        7           0             0             0             0             0              0              0
                           1983      210        8     142.335       159.077       142.378       153.286       180.012        48.9484        185.576
                           1983      247        9           0             0             0             0             0              0              0
                           1983      277       10           0             0             0             0             0              0              0
                           1983      308       11           0             0             0             0             0              0              0
                           1983      338       12           0             0             0             0             0              0              0
                           1984        3        1           0             0             0             0             0              0              0
                           1984       34        2           0             0             0             0             0              0              0
                           1984       63        3           0             0             0             0             0              0              0
                           1984       94        4           0             0             0             0             0              0              0
                           1984      120        5     106.557       140.562       137.747       108.825       91.3275        82.5678        164.562
                           1984      155        6           0             0             0             0             0              0              0
                           1984      185        7           0             0             0             0             0              0              0
                           1984      210        8     152.363       207.661       121.853       191.939       154.793        55.0864        229.314
                           1984      247        9           0             0             0             0             0              0              0
                           1984      277       10           0             0             0             0             0              0              0
                           1984      308       11           0             0             0             0             0              0              0
                           1984      338       12           0             0             0             0             0              0              0
                           1985        3        1           0             0             0             0             0              0              0
                           1985       34        2           0             0             0             0             0              0              0
                           1985       63        3           0             0             0             0             0              0              0
                           1985       94        4           0             0             0             0             0              0              0
                           1985      120        5     106.421       132.053       142.682       144.148       98.0012        99.8964        178.895
                           1985      155        6           0             0             0             0             0              0              0
                           1985      185        7           0             0             0             0             0              0              0
                           1985      210        8     168.712        144.85       130.439       146.293       142.937        55.7638        195.411
                           1985      247        9           0             0             0             0             0              0              0
                           1985      277       10           0             0             0             0             0              0              0
                           1985      308       11           0             0             0             0             0              0              0
                           1985      338       12           0             0             0             0             0              0              0
                           1986        3        1           0             0             0             0             0              0              0
                           1986       34        2           0             0             0             0             0              0              0
                           1986       63        3           0             0             0             0             0              0              0
                           1986       94        4           0             0             0             0             0              0              0
                           1986      120        5     88.6341       120.461       131.886       121.377       77.0798        84.4483         143.23
                           1986      155        6           0             0             0             0             0              0              0
                           1986      185        7           0             0             0             0             0              0              0
                           1986      210        8     110.949       114.791       118.067       126.595       107.552        53.8383        158.684
                           1986      247        9           0             0             0             0             0              0              0
                           1986      277       10           0             0             0             0             0              0              0
                           1986      308       11           0             0             0             0             0              0              0
                           1986      338       12           0             0             0             0             0              0              0
                           1987        3        1           0             0             0             0             0              0              0
                           1987       34        2           0             0             0             0             0              0              0
                           1987       63        3           0             0             0             0             0              0              0
                           1987       94        4           0             0             0             0             0              0              0
                           1987      120        5      111.44       131.502       173.501       111.984       110.878        71.7813        138.031
                           1987      155        6           0             0             0             0             0              0              0
                           1987      185        7           0             0             0             0             0              0              0
                           1987      210        8     150.644       129.024       135.339       132.536       150.703          53.77         133.33
                           1987      247        9           0             0             0             0             0              0              0
                           1987      277       10           0             0             0             0             0              0              0
                           1987      308       11           0             0             0             0             0              0              0
                           1987      338       12           0             0             0             0             0              0              0
                           1988        3        1           0             0             0             0             0              0              0
                           1988       34        2           0             0             0             0             0              0              0
                           1988       63        3           0             0             0             0             0              0              0
                           1988       94        4           0             0             0             0             0              0              0
                           1988      120        5     97.3473       185.395       189.154       173.948       113.197        97.1022        156.448
                           1988      155        6           0             0             0             0             0              0              0
                           1988      185        7           0             0             0             0             0              0              0
                           1988      210        8     165.448       152.316       143.897       134.632       163.743        70.9187        209.674
                           1988      247        9           0             0             0             0             0              0              0
                           1988      277       10           0             0             0             0             0              0              0
                           1988      308       11           0             0             0             0             0              0              0
                           1988      338       12           0             0             0             0             0              0              0
                           1989        3        1           0             0             0             0             0              0              0
                           1989       34        2           0             0             0             0             0              0              0
                           1989       63        3           0             0             0             0             0              0              0
                           1989       94        4           0             0             0             0             0              0              0
                           1989      120        5     105.943       169.458       108.735       143.198       133.256        85.8519         174.78
                           1989      155        6           0             0             0             0             0              0              0
                           1989      185        7           0             0             0             0             0              0              0
                           1989      210        8     147.695       154.009       137.433       153.309       127.112        41.7204        158.492
                           1989      247        9           0             0             0             0             0              0              0
                           1989      277       10           0             0             0             0             0              0              0
                           1989      308       11           0             0             0             0             0              0              0
                           1989      338       12           0             0             0             0             0              0              0
                           1990        3        1           0             0             0             0             0              0              0
                           1990       34        2           0             0             0             0             0              0              0
                           1990       63        3           0             0             0             0             0              0              0
                           1990       94        4           0             0             0             0             0              0              0
                           1990      120        5      106.47         118.3       164.148       122.804       91.2697        68.7235        134.638
                           1990      155        6           0             0             0             0             0              0              0
                           1990      185        7           0             0             0             0             0              0              0
                           1990      210        8     114.917       125.518        106.17       149.429       106.572        47.7437         214.52
                           1990      247        9           0             0             0             0             0              0              0
                           1990      277       10           0             0             0             0             0              0              0
                           1990      308       11           0             0             0             0             0              0              0
                           1990      338       12           0             0             0             0             0              0              0
                           1991        3        1           0             0             0             0             0              0              0
                           1991       34        2           0             0             0             0             0              0              0
